Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_company,Appraisal_date,Auction_count,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_do,addr_si,addr_dong,addr_li,addr_san,addr_bunji1,addr_bunji2,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Specific,Share_auction_YorN,road_name,road_bunji1,road_bunji2,Close_date,Close_result,point.y,point.x,Hammer_price
1427,임의,일반,550000000,율감정,2016-02-24 00:00:00,2,1,28907.5,46.87,46.87,114.97,114.97,490000000,392000000,2016-06-13 00:00:00,2016-07-25 00:00:00,낙찰,신한은행,서울,동대문구,답십리동,,N,990,,",-2 두산 104동 11층 1102호",아파트,2001-01-06 00:00:00,23,11,,N,답십리로56길,21.0,,2016-10-06 00:00:00,배당,37.5692879,127.0601654,466234600
997,강제,일반,187000000,삼정감정,2015-12-11 00:00:00,1,0,10699.2,18.84,18.84,59.78,59.78,290000000,290000000,2016-04-20 00:00:00,2016-04-20 00:00:00,낙찰,Private,서울,구로구,개봉동,,N,475,,영화 101동 12층 1208호,아파트,1998-09-11 00:00:00,25,12,,N,경인로40길,11.0,,2016-06-28 00:00:00,배당,37.496214,126.8600016,293320000
1528,임의,일반,220000000,서초감정,2016-09-01 00:00:00,2,1,76954.1,47.77,47.77,114.75,114.75,430000000,344000000,2016-12-19 00:00:00,2017-02-06 00:00:00,낙찰,국민은행,서울,성북구,정릉동,,N,239,,",-1,-4 정릉풍림아이원 111동 10층 1004호",아파트,2005-12-30 00:00:00,18,10,,N,솔샘로25길,28.0,,2017-03-28 00:00:00,배당,37.6187563,127.007257,410780000
441,강제,일반,50000000,인서감정,2015-09-11 00:00:00,2,1,0.0,0.0,0.0,59.91,59.91,453000000,362400000,2016-05-09 00:00:00,2016-08-01 00:00:00,낙찰,서울보증보험,서울,송파구,마천동,,N,607,,송파파크데일2단지 201동 15층 1502호,아파트,2011-02-25 00:00:00,15,15,,N,성내천로47길,38.0,,2016-10-21 00:00:00,배당,37.4957796,127.1587776,446999999
130,임의,일반,75955511,SR감정,2015-12-30 00:00:00,2,1,39204.2,11.41,11.41,59.94,59.94,460000000,368000000,2016-07-05 00:00:00,2016-08-16 00:00:00,낙찰,세종상호저축은행,서울,중구,황학동,,N,2545,,롯데캐슬 베네치아 101동 28층 2802호,아파트,2009-02-16 00:00:00,33,28,,N,청계천로,400.0,,2016-10-07 00:00:00,배당,37.5710291,127.0212194,446370000
738,강제,일반,70000000,컬럼비아감정,2015-10-27 00:00:00,2,1,595.1,17.55,17.55,44.38,44.38,158000000,126400000,2016-05-17 00:00:00,2016-06-21 00:00:00,낙찰,Private,서울,은평구,응암동,,N,96,41,",-42,-43 엘앤씨레반트 4층 401호",주상복합,2003-12-30 00:00:00,6,4,,N,은평로12길,7.0,9.0,2016-09-06 00:00:00,배당,37.600538,126.9260265,150150000
1256,임의,일반,720000000,바른감정,2017-01-16 00:00:00,2,1,7852.4,59.9,59.9,144.36,144.36,781000000,624800000,2017-08-30 00:00:00,2017-10-11 00:00:00,낙찰,중소기업은행,서울,양천구,목동,,N,941,,",942,943 목동대원칸타빌2단지 205동 5층 502호",아파트,2003-08-13 00:00:00,15,5,,N,목동중앙로,11.0,,2017-12-19 00:00:00,배당,37.5321008,126.8668586,773300000
877,임의,일반,300000000,자연감정,2017-03-09 00:00:00,2,1,18618.3,46.13,46.13,114.71,114.71,640000000,512000000,2017-09-26 00:00:00,2017-11-07 00:00:00,낙찰,이씨에이시스템,서울,서대문구,연희동,,N,739,,연희대우 106동 19층 1903호,아파트,2002-09-23 00:00:00,21,19,,N,연희로,38.0,20.0,2018-02-09 00:00:00,배당,37.5614804,126.929564,605750000
1043,임의,일반,43469406,동우감정,2016-03-15 00:00:00,1,0,35372.8,28.69,28.69,71.16,71.16,429000000,429000000,2016-08-24 00:00:00,2016-08-24 00:00:00,낙찰,흥국화재해상보험,서울,양천구,신정동,,N,1279,,목동현대 101동 2층 208호,아파트,1997-10-30 00:00:00,19,2,,N,목동동로12길,60.0,,2016-10-26 00:00:00,배당,37.520151,126.8772093,447529000
598,임의,일반,200000000,승현감정,2016-05-12 00:00:00,2,1,15201.4,53.28,53.28,157.24,157.24,800000000,640000000,2017-05-22 00:00:00,2017-06-26 00:00:00,낙찰,중소기업은행,서울,강동구,암사동,,N,508,,삼성광나루 103동 22층 2204호,아파트,2002-12-17 00:00:00,24,22,,N,상암로3길,77.0,,2017-09-06 00:00:00,배당,37.5539722,127.1267924,758880000
658,임의,일반,1100000000,CS감정,2014-11-27 00:00:00,1,0,47872.0,96.14,96.14,174.38,174.38,1090000000,1090000000,2017-02-07 00:00:00,2017-02-07 00:00:00,낙찰,인도해외은행,서울,용산구,이태원동,,N,22,2,",동빙고동310-48 청화 2동 12층 1206호",아파트,1982-10-16 00:00:00,12,12,,N,장문로,27.0,,2017-04-20 00:00:00,배당,37.5300178,126.9947341,1201100000
1115,임의,개별,1056427163,서초감정,2016-10-24 00:00:00,2,1,573.1,6.41,6.41,11.3,11.3,70000000,56000000,2017-08-22 00:00:00,2018-01-24 00:00:00,낙찰,성남중앙신협,서울,강서구,화곡동,,Y,172,4,",382-4 유디코파크리움 102동 2층 204호",아파트,2012-02-10 00:00:00,8,2,,N,강서로19길,21.0,,2018-04-25 00:00:00,배당,37.5342077,126.8448781,62599000
1634,강제,일반,485060546,문민감정,2016-12-12 00:00:00,2,1,58060.0,38.55,38.55,49.94,49.94,261000000,208800000,2017-03-27 00:00:00,2017-04-24 00:00:00,낙찰,기술보증기금,서울,도봉구,창동,,N,380,,",373 주공 403동 7층 703호",아파트,1991-12-20 00:00:00,15,7,,N,덕릉로,350.0,,2017-06-15 00:00:00,배당,37.6442209,127.0476632,258920000
1771,강제,일반,173787365,생림감정,2017-08-07 00:00:00,1,0,0.0,0.0,0.0,73.94,73.94,469000000,469000000,2018-03-05 00:00:00,2018-03-05 00:00:00,낙찰,신용보증기금,서울,노원구,상계동,,N,737,,상계주공3단지(고층) 312동 5층 507호,아파트,1987-12-19 00:00:00,15,5,,N,동일로215길,48.0,,2018-05-16 00:00:00,배당,37.6518566,127.058122,528897000
709,강제,개별,100000000,자연감정,2015-08-28 00:00:00,2,1,1755.0,19.3,19.3,66.24,66.24,402000000,321600000,2016-04-26 00:00:00,2016-05-31 00:00:00,낙찰,Private,서울,마포구,아현동,,N,371,1,",362-27 예미원 5층 514호",주상복합,1971-03-31 00:00:00,7,5,,N,마포대로,236.0,,2016-09-08 00:00:00,배당,37.5547341,126.9579438,350000000
760,임의,일반,399600000,생림감정,2015-06-02 00:00:00,1,0,7914.3,49.46,49.46,84.95,84.95,520000000,520000000,2016-10-04 00:00:00,2016-10-04 00:00:00,낙찰,중소기업은행,서울,마포구,신수동,,N,456,,마포경남아너스빌 201동 7층 707호,아파트,2007-06-29 00:00:00,12,7,,N,신수로,81.0,,2016-12-02 00:00:00,배당,37.5493194,126.9343502,587600000
298,강제,일반,955200000,이산감정,2016-07-18 00:00:00,2,1,34522.4,44.18,44.18,101.32,101.32,1020000000,816000000,2016-11-01 00:00:00,2017-02-07 00:00:00,낙찰,우리기술,서울,서초구,서초동,,N,1315,,진흥 2동 9층 907호,아파트,1979-09-18 00:00:00,15,9,,N,서초대로,385.0,,2017-03-23 00:00:00,배당,37.4973943,127.0226759,1051000000
798,임의,일반,416440971,리파인감정,2016-05-17 00:00:00,2,1,23675.1,61.7,61.7,114.99,114.99,648000000,518400000,2016-09-13 00:00:00,2016-10-18 00:00:00,낙찰,KB손해보험,서울,마포구,현석동,,N,222,,",신정동 152 강변힐스테이트 104동 1층 101호",아파트,2004-05-29 00:00:00,13,1,,N,신수로,15.0,,2016-12-29 00:00:00,배당,37.5433974,126.9331517,652150000
358,강제,일반,189919093,나래감정,2017-07-17 00:00:00,1,0,32106.9,94.2,47.1,161.0,80.5,770000000,770000000,2018-01-03 00:00:00,2018-01-03 00:00:00,낙찰,(주)큐브스,서울,강남구,개포동,,N,652,,우성 1동 14층 1402호,아파트,1989-06-10 00:00:00,15,14,공유자의 우선매수권 행사에 따른 매수신고가 매수보증금의 미납으로 실효되는 경우는 그 공유자는 이후 매각절차에서 우선매수권 행사 훌 수 없음,Y,개포로,307.0,,2018-02-27 00:00:00,배당,37.4838941,127.0559898,907899900
344,강제,일괄,1605000000,정감정,2017-05-19 00:00:00,2,1,279028.1,68.92,68.92,50.64,50.64,1220000000,976000000,2017-09-14 00:00:00,2017-11-09 00:00:00,낙찰,Private,서울,강남구,개포동,,N,660,12,개포1차지구 23동 3층 307호,아파트,1982-07-20 00:00:00,5,3,"*개포중학교북서측인근
*주위공동주택,근린시설및학교등혼재
*차량출입가능
*버스(정),구룡역(분당선)인근
*대중교통사정보통
*부정형토지
*단지내도로접함",N,개포로,310.0,,2017-12-21 00:00:00,배당,37.4783901,127.059187,1287110000
1356,강제,일반,323664657,고려감정,2015-11-04 00:00:00,2,1,91716.6,44.86,44.86,139.08,139.08,524000000,419200000,2016-03-07 00:00:00,2016-07-04 00:00:00,낙찰,우리은행,서울,노원구,월계동,,N,18,,",-1 그랑빌 118동 3층 302호",아파트,2002-12-17 00:00:00,28,3,,N,마들로,31.0,,2016-08-29 00:00:00,배당,37.617537,127.0682658,478900000
1038,임의,일반,1,시대감정,2016-04-19 00:00:00,2,1,23533.7,51.58,51.58,164.82,164.82,730000000,584000000,2016-11-23 00:00:00,2017-01-03 00:00:00,낙찰,Private,서울,구로구,신도림동,,N,645,,신도림3차동아 301동 8층 802호,아파트,2000-12-20 00:00:00,24,8,,N,신도림로,78.0,,2017-03-07 00:00:00,배당,37.5096648,126.8840599,691300000
1460,임의,일반,157329180,L.H감정,2016-04-25 00:00:00,2,1,7558.9,18.21,18.21,101.91,101.91,615000000,492000000,2016-09-05 00:00:00,2016-12-19 00:00:00,낙찰,현대저축은행,서울,중랑구,묵동,,N,170,1,묵동자이2단지 202동 21층 2102호,주상복합,2010-12-29 00:00:00,35,21,,N,동일로,932.0,,2017-01-23 00:00:00,배당,37.6138357,127.0775312,573990000
1510,강제,일반,110703272,매일감정,2016-08-02 00:00:00,1,0,5520.6,35.19,35.19,84.94,84.94,302000000,302000000,2016-12-19 00:00:00,2016-12-19 00:00:00,낙찰,BMW파이낸셜서비스코리아,서울,동대문구,휘경동,,N,363,,",-1 휘경동현대 1동 7층 701호",아파트,1992-12-17 00:00:00,15,7,,N,서울시립대로29길,62.0,,2017-02-20 00:00:00,배당,37.5863027,127.0555368,308800000
957,임의,일반,0,대일감정,2015-08-25 00:00:00,1,0,18570.9,39.2,39.2,84.5,84.5,452000000,452000000,2016-04-06 00:00:00,2016-04-06 00:00:00,낙찰,Private,서울,영등포구,당산동4가,,N,88,,", 89 당산현대 101동 9층 901호",아파트,1989-02-27 00:00:00,15,9,,N,당산로41길,23.0,,2016-06-23 00:00:00,배당,37.5310891,126.8964268,461000000
1649,임의,일반,25637292,인헌감정,2017-02-09 00:00:00,5,3,588.1,8.64,8.64,13.91,13.91,132000000,67584000,2017-06-12 00:00:00,2017-12-18 00:00:00,낙찰,농협은행,서울,노원구,공릉동,,N,395,7,진명비베레 1층 105호,아파트,2012-04-26 00:00:00,7,1,,N,동일로190길,7.0,,2018-02-28 00:00:00,배당,37.6253922,127.0737237,81111112
1420,임의,일반,200000000,우주감정,2016-02-02 00:00:00,2,1,9918.3,54.22,54.22,110.56,110.56,450000000,360000000,2016-10-10 00:00:00,2016-11-14 00:00:00,낙찰,(주)KCC,서울,동대문구,휘경동,,N,365,,휘경동일하이빌 103동 1층 101호,아파트,2005-12-02 00:00:00,14,1,,N,장안벚꽃로5길,10.0,,2017-01-24 00:00:00,배당,37.582371,127.0733025,415500000
536,임의,일반,411834805,화인감정,2016-07-15 00:00:00,2,1,9332.0,37.26,37.26,122.69,122.69,800000000,640000000,2016-12-05 00:00:00,2017-01-09 00:00:00,낙찰,국민은행,서울,광진구,자양동,,N,855,,이튼타워리버3차 5층 A-503호,아파트,2007-06-13 00:00:00,25,5,,N,능동로,18.0,,2017-04-05 00:00:00,배당,37.5330287,127.0680957,796050000
924,임의,개별,21328287830,그린감정,2014-07-21 00:00:00,1,0,1249.5,41.96,41.96,90.38,90.38,291000000,291000000,2017-05-30 00:00:00,2017-05-30 00:00:00,낙찰,수협중앙,서울,강서구,화곡동,,N,1037,27,제이월드 6층 605호,아파트,2001-12-20 00:00:00,8,6,,N,강서로35길,58.0,,2017-12-07 00:00:00,배당,37.5427583,126.8356571,320100000
1704,임의,일반,41415430,화신감정,2017-06-20 00:00:00,2,1,5691.0,27.42,27.42,53.7,53.7,204000000,163200000,2017-10-16 00:00:00,2017-11-20 00:00:00,낙찰,Private,서울,도봉구,방학동,,N,444,31,대원그린 가동 4층 403호,아파트,1987-07-15 00:00:00,12,4,,N,방학로,212.0,11.0,2018-01-30 00:00:00,배당,37.6628633,127.0281757,170000000
555,임의,일반,280375608,남일감정,2016-09-27 00:00:00,1,0,7711.1,36.5,36.5,82.08,82.08,480000000,480000000,2017-06-05 00:00:00,2017-06-05 00:00:00,낙찰,Private,서울,광진구,자양동,,N,673,,현대강변 102동 8층 802호,아파트,1991-12-21 00:00:00,12,8,,N,자양로3가길,43.0,,2017-08-23 00:00:00,배당,37.5284107,127.0858744,520661000
19,임의,일반,331200000,고려감정,2014-08-25 00:00:00,2,1,382.0,39.3,39.3,84.93,84.93,520000000,416000000,2014-12-03 00:00:00,2017-02-08 00:00:00,낙찰,한국자산관리공사,서울,강남구,신사동,,N,555,11,",-38 청림쉐르빌 1층 101호",아파트,2004-12-31 00:00:00,6,1,,N,논현로153길,42.0,,2017-04-18 00:00:00,배당,37.5205565,127.0247471,525110000
647,임의,일반,306013808,선감정,2014-05-17 00:00:00,2,1,37021.2,41.08,41.08,114.9,114.9,437000000,349600000,2014-10-28 00:00:00,2016-12-13 00:00:00,낙찰,SC은행,서울,서대문구,남가좌동,,N,376,,",-3 현대 102동 15층 1505호",아파트,1999-12-30 00:00:00,19,15,,N,가재울로,45.0,,2017-02-22 00:00:00,배당,37.5750804,126.9202027,522678000
1216,임의,일반,404919400,다원감정,2017-02-11 00:00:00,1,0,35955.0,53.23,53.23,84.47,84.47,475000000,475000000,2017-09-12 00:00:00,2017-09-12 00:00:00,낙찰,신길6동(새),서울,영등포구,신길동,,N,4518,,",4533 신길2차우성 5동 2층 205호",아파트,1986-12-06 00:00:00,15,2,,N,대방천로,180.0,,2017-11-30 00:00:00,배당,37.4982562,126.9125432,521797500
1719,강제,일반,108783334,Capital감정,2017-08-01 00:00:00,2,1,4330.0,55.16,55.16,213.67,213.67,983000000,786400000,2017-12-18 00:00:00,2018-03-05 00:00:00,낙찰,Private,서울,동대문구,이문동,,N,292,10,이문동웰츠타워 102동 14층 1401호,주상복합,2008-09-02 00:00:00,15,14,,N,이문로,136.0,,2018-05-16 00:00:00,배당,37.5984926,127.06188,855210000
258,임의,일반,266424280,온누리감정,2016-11-02 00:00:00,2,1,9396.9,33.54,33.54,84.89,84.89,430000000,344000000,2017-02-16 00:00:00,2017-03-23 00:00:00,낙찰,한국주택금융공사,서울,동작구,상도동,,N,411,,",-1,-3 대림 102동 6층 608호",아파트,1995-12-30 00:00:00,15,6,,N,상도로60길,20.0,,2017-05-18 00:00:00,배당,37.4931096,126.9535482,420001000
948,임의,일반,47402630,대건감정,2015-07-06 00:00:00,1,0,50581.3,26.68,26.68,39.6,39.6,226000000,226000000,2016-09-28 00:00:00,2016-09-28 00:00:00,낙찰,Private,서울,강서구,가양동,,N,1485,,가양6단지 615동 6층 610호,아파트,1993-01-15 00:00:00,15,6,,N,허준로,175.0,,2016-12-21 00:00:00,배당,37.5632084,126.8592004,302220000
168,임의,일반,50000000,더존감정,2016-02-05 00:00:00,2,1,4718.0,21.28,21.28,59.97,59.97,324000000,259200000,2016-05-26 00:00:00,2016-06-30 00:00:00,낙찰,Private,서울,종로구,평창동,,N,596,,",-1 삼성 101동 11층 1104호",주상복합,1998-06-15 00:00:00,15,11,,N,평창문화로,172.0,,2016-09-20 00:00:00,배당,37.6108869,126.9786937,292900000
1028,임의,일반,220000000,국보감정,2016-01-27 00:00:00,2,1,104046.9,70.7,70.7,66.24,66.24,525000000,420000000,2016-05-17 00:00:00,2016-06-21 00:00:00,낙찰,Private,서울,양천구,신정동,,N,325,,",-1 목동신시가지 1111동 4층 405호",아파트,1988-11-05 00:00:00,15,4,,N,목동동로,10.0,,2016-08-18 00:00:00,배당,37.5102203,126.8584713,545999999
1614,강제,일반,10800120,강산감정,2016-08-29 00:00:00,2,1,8285.1,28.61,14.31,84.98,42.49,160000000,128000000,2016-12-26 00:00:00,2017-02-13 00:00:00,낙찰,근로복지공단,서울,도봉구,방학동,,N,496,,벽산 102동 13층 1302호,아파트,1998-07-28 00:00:00,16,13,,Y,시루봉로5길,48.0,,2017-04-26 00:00:00,배당,37.65878,127.0254318,142889200
1217,임의,일반,27082945,TNB감정,2017-03-08 00:00:00,2,1,17772.6,35.29,35.29,84.34,84.34,429000000,343200000,2017-11-07 00:00:00,2017-12-12 00:00:00,낙찰,Private,서울,강서구,염창동,,N,288,,현대 104동 6층 607호,아파트,1994-05-31 00:00:00,14,6,,N,양천로75길,57.0,,2018-02-27 00:00:00,배당,37.5528062,126.8751623,431860000
823,임의,개별,30000000,삼정감정,2016-08-11 00:00:00,2,1,1755.0,19.78,19.78,67.9,67.9,386000000,308800000,2017-10-24 00:00:00,2017-11-28 00:00:00,낙찰,Private,서울,마포구,아현동,,N,371,1,",362-27 예미원 3층 302호",주상복합,1971-03-31 00:00:00,7,3,,N,마포대로,236.0,,2018-03-12 00:00:00,배당,37.5547341,126.9579438,320100000
954,임의,일반,120000000,정금감정,2015-08-14 00:00:00,2,1,5236.2,18.36,18.36,43.79,43.79,210000000,168000000,2016-02-16 00:00:00,2016-04-26 00:00:00,낙찰,서서울농협,서울,구로구,구로동,,N,120,,대림2차우성 102동 4층 407호,아파트,1988-03-23 00:00:00,15,4,,N,도림천로,344.0,,2016-07-01 00:00:00,배당,37.4940719,126.8937589,208110000
1159,임의,일반,55194593,해랑감정,2017-01-11 00:00:00,2,1,201.0,19.79,19.79,57.81,57.81,170000000,136000000,2017-11-01 00:00:00,2017-12-06 00:00:00,낙찰,우리은행,서울,구로구,구로동,,N,744,16,",-17 계영주택 3층 302호",아파트,1997-12-10 00:00:00,5,3,,N,구로동로20길,46.0,6.0,2018-03-14 00:00:00,배당,37.4879719,126.8867591,157000000
1138,임의,일반,515014013,구정감정,2016-11-19 00:00:00,2,1,97794.0,40.75,40.75,79.78,79.78,496000000,396800000,2017-03-08 00:00:00,2017-04-12 00:00:00,낙찰,신한생명보험,서울,영등포구,영등포동,,N,647,,",-1 영등포푸르지오 112동 2층 202호",아파트,2002-08-29 00:00:00,17,2,,N,도신로29길,28.0,,2017-06-29 00:00:00,배당,37.5118383,126.9023756,488999000
1415,임의,일반,78487671,문민감정,2016-01-22 00:00:00,1,0,52851.1,33.9,33.9,49.94,49.94,196000000,196000000,2016-07-25 00:00:00,2016-07-25 00:00:00,낙찰,Private,서울,도봉구,창동,,N,38,,주공 1704동 1층 111호,아파트,1989-08-23 00:00:00,15,1,,N,덕릉로66길,17.0,,2016-10-06 00:00:00,배당,37.6441576,127.0533313,217220000
1068,임의,일반,872504514,한터감정,2016-06-01 00:00:00,2,1,9917.0,25.82,25.82,187.24,187.24,1200000000,960000000,2016-09-27 00:00:00,2016-11-01 00:00:00,낙찰,국민은행,서울,영등포구,여의도동,,N,43,4,",-5 롯데캐슬아이비 7층 101-708호",아파트,1111-11-11 00:00:00,35,7,,N,국제금융로,86.0,,2016-12-20 00:00:00,배당,37.5202388,126.9317512,1023070000
1324,임의,일반,300000000,태영감정,2015-08-07 00:00:00,2,1,18708.4,51.32,51.32,114.89,114.89,460000000,368000000,2016-03-28 00:00:00,2016-04-25 00:00:00,낙찰,쥴릭파마코리아,서울,동대문구,전농동,,N,155,,삼성 103동 12층 1201호,아파트,2000-10-28 00:00:00,22,12,,N,전농로,192.0,,2016-07-20 00:00:00,배당,37.5822329,127.0555159,431670001
554,임의,일반,254972690,뉴서울감정,2016-09-20 00:00:00,2,1,122682.0,64.51,64.51,135.82,135.82,1680000000,1344000000,2017-03-13 00:00:00,2017-05-22 00:00:00,낙찰,신길중앙(새),서울,송파구,잠실동,,N,44,,레이크팰리스 131동 13층 1301호,아파트,2007-02-26 00:00:00,30,13,,N,잠실로,88.0,,2017-08-09 00:00:00,배당,37.5092711,127.0942942,1485999999
278,강제,일반,500000000,VUM감정,2017-01-19 00:00:00,1,0,138750.3,39.09,19.55,85.0,42.5,660000000,660000000,2017-07-05 00:00:00,2018-01-03 00:00:00,낙찰,이토플러스,서울,강남구,도곡동,,N,527,,",-2,528,529,530 도곡렉슬 212동 6층 601호",아파트,2006-03-28 00:00:00,22,6,,Y,선릉로,221.0,,2018-03-27 00:00:00,배당,37.4936438,127.0506878,738880000
67,임의,일반,716420766,미강감정,2015-07-21 00:00:00,3,2,786.4,72.34,72.34,197.14,197.14,1200000000,768000000,2016-01-27 00:00:00,2016-08-24 00:00:00,낙찰,서천신협,서울,강남구,대치동,,N,1015,6,대치하나빌 1층 101호,아파트,2003-10-29 00:00:00,7,1,,N,삼성로57길,37.0,5.0,2016-11-01 00:00:00,배당,37.4970506,127.0585059,1008000000
277,임의,일반,247058784,해솔감정,2017-01-09 00:00:00,1,0,43685.4,34.01,34.01,66.23,66.23,600000000,600000000,2017-06-01 00:00:00,2017-06-01 00:00:00,낙찰,대구은행,서울,동작구,흑석동,,N,28,,",-1,동작동 216-5 한강현대 101동 3층 302호",아파트,1988-12-21 00:00:00,15,3,,N,현충로,151.0,,2017-08-23 00:00:00,배당,37.5069702,126.9695755,635999999
825,임의,일반,451200000,생림감정,2016-08-12 00:00:00,2,1,3057.9,20.94,20.94,63.93,63.93,400000000,320000000,2016-11-29 00:00:00,2017-01-03 00:00:00,낙찰,현대라이프생명보험,서울,용산구,이촌동,,N,193,3,강변 가동 4층 602호,아파트,1971-03-02 00:00:00,6,4,,N,이촌로,104.0,,2017-03-15 00:00:00,배당,37.5235119,126.9592527,403010000
157,임의,일반,1350000000,온누리감정,2016-01-14 00:00:00,1,0,25656.0,54.15,54.15,96.32,96.32,1180000000,1180000000,2016-07-12 00:00:00,2016-07-12 00:00:00,낙찰,제이캐피탈대부,서울,강남구,삼성동,,N,79,,홍실 4동 7층 705호,아파트,1981-10-23 00:00:00,12,7,,N,영동대로128길,15.0,,2016-09-08 00:00:00,배당,37.5199748,127.0596511,1252110000
1572,임의,일반,100000000,서초감정,2017-01-12 00:00:00,2,1,9404.2,44.97,44.97,111.22,111.22,495000000,396000000,2017-05-08 00:00:00,2017-11-27 00:00:00,낙찰,Private,서울,도봉구,창동,,N,826,,북한산한신휴플러스 101동 4층 406호,아파트,2007-09-21 00:00:00,23,4,,N,도봉로136가길,73.0,,2018-02-27 00:00:00,배당,37.6556416,127.0427999,519800000
591,임의,일반,176410000,남일감정,2016-01-28 00:00:00,2,1,5028.4,28.13,28.13,83.31,83.31,480000000,384000000,2016-08-22 00:00:00,2016-10-10 00:00:00,낙찰,중소기업은행,서울,광진구,자양동,,N,672,,한솔리베르아파트 101동 3층 303호,아파트,2002-01-30 00:00:00,25,3,,N,뚝섬로56가길,28.0,,2016-12-16 00:00:00,배당,37.528169,127.0847397,466815000
1174,임의,일반,200000000,가화감정,2016-05-03 00:00:00,7,5,66508.5,41.81,41.81,85.0,85.0,600000000,196608000,2016-08-17 00:00:00,2017-04-26 00:00:00,낙찰,중소기업은행,서울,강서구,화곡동,,N,1145,,우장산롯데캐슬 105동 19층 1904호,아파트,2003-11-04 00:00:00,20,19,,N,공항대로,382.0,,2017-07-13 00:00:00,배당,37.5552159,126.8480525,243000000
1536,임의,일반,281637944,이응감정,2016-10-11 00:00:00,1,0,180604.3,35.36,35.36,84.87,84.87,420000000,420000000,2018-01-15 00:00:00,2018-01-15 00:00:00,낙찰,서광주농협,서울,성북구,돈암동,,N,609,1,한진 211동 20층 2005호,아파트,1999-07-27 00:00:00,20,20,,N,성북로4길,52.0,,2018-03-15 00:00:00,배당,37.5949161,127.0102405,441890000
851,임의,일반,241594580,세움감정,2017-01-16 00:00:00,1,0,324.0,33.57,33.57,81.49,81.49,325000000,325000000,2018-03-13 00:00:00,2018-03-13 00:00:00,낙찰,현대라이프생명보험,서울,은평구,수색동,,N,356,3,상아 1층 102호,아파트,2003-03-20 00:00:00,5,1,,N,수색로18길,27.0,5.0,2018-04-24 00:00:00,배당,37.585422,126.8939355,352999990
1238,임의,일반,64264135,우민감정,2017-06-13 00:00:00,3,2,333.6,9.46,9.46,26.74,26.74,130000000,83200000,2017-12-12 00:00:00,2018-02-28 00:00:00,낙찰,강서농협,서울,강서구,화곡동,,N,936,13,",-18 하나캐슬 2층 205호",아파트,2013-02-04 00:00:00,9,2,,N,월정로18길,6.0,5.0,2018-05-16 00:00:00,배당,37.5289769,126.8391941,102000000
64,임의,일반,130000000,지산감정,2015-07-22 00:00:00,2,1,14616.2,31.85,31.85,84.9,84.9,530000000,424000000,2016-04-26 00:00:00,2016-05-31 00:00:00,낙찰,국민은행,서울,종로구,창신동,,N,232,,두산 101동 17층 1707호,아파트,1999-06-29 00:00:00,23,17,,N,지봉로5길,7.0,,2016-08-26 00:00:00,배당,37.5741933,127.0142766,491999900
1107,강제,개별,150000000,정일감정,2016-09-07 00:00:00,1,0,1256.0,5.9,5.9,41.4,41.4,170000000,170000000,2016-11-22 00:00:00,2016-11-22 00:00:00,낙찰,Private,서울,구로구,구로동,,N,104,9,성호 6층 604호,주상복합,2002-06-26 00:00:00,17,6,,N,가마산로,283.0,,2017-02-07 00:00:00,배당,37.4969201,126.8913679,171527000
458,임의,일반,863415262,두요감정,2015-11-19 00:00:00,1,0,84214.0,61.0,61.0,118.41,118.41,906000000,906000000,2016-07-18 00:00:00,2016-07-18 00:00:00,낙찰,에스비아이저축은행,서울,송파구,신천동,,N,11,,장미 25동 9층 903호,아파트,1979-09-29 00:00:00,14,9,,N,올림픽로35길,104.0,,2016-10-14 00:00:00,배당,37.5198841,127.1025747,960000000
1413,임의,일반,131971453,석원감정,2016-02-10 00:00:00,2,1,19889.0,27.3,27.3,84.9,84.9,360000000,288000000,2016-08-08 00:00:00,2016-09-19 00:00:00,낙찰,우리은행,서울,노원구,상계동,,N,1285,,동아불암 103동 4층 402호,아파트,2001-10-15 00:00:00,22,4,,N,덕릉로,780.0,,2016-11-25 00:00:00,배당,37.6669434,127.0796289,348150000
559,강제,일반,381222603,시현감정,2016-10-10 00:00:00,2,1,89024.1,116.06,116.06,75.46,75.46,770000000,770000000,2017-04-17 00:00:00,2017-06-26 00:00:00,낙찰,Private,서울,강동구,상일동,,N,187,,고덕주공 715동 3층 306호,아파트,1984-02-25 00:00:00,5,3,"고덕7단지아파트 주택재건축정비사업 조합의 2017.5.25자 사실조회 회신에 의하면 조합원 채무자 최성남은 당 조합에 85㎡ A형(33평형)을 분양신청한 수분양자로 동호수 추첨 결과 신축 아파트 712동 1003호(분양면적 111.269㎡)를 배정받았으며 150,249,624원의 환급금이 발생할 예정으로 납부할 분양대금은 존재치 않으나 향후 일반분양결과 및 사업비 증감등에 따라 청산시 환급급금의 금액이 변동될 수 있음. 매수인은 조합원의 지위를 승계취득하며 현재 매수인이 부담해야 할 부분은 없으나 향후 일반분양의 분양률, 사업비의 증감등에 따라 추가 부담사항이 발생할 수 있음",N,상암로79길,62.0,,2017-09-13 00:00:00,배당,37.548799700000004,127.1681006,774000000
